,cell_id,cell_type,firing_rate,ap_threshold,ap_duration,mean_vm,std_vm,fft_low,fft_high
164,TK472_3,SST,20.133333333333333,-0.04275583771321723,0.41250000000000003,-0.05303312785040664,0.005936261870001541,0.0008170832980740652,9.783034274617193e-05
165,TK473_1,EXC,14.383333333333333,-0.03947940303536919,0.4129779837775204,-0.04901480169552686,0.004830080409598022,0.0005236125749463645,0.00011762550212257438
166,TK476_1,PV,3.8181818181818183,-0.037320273843194335,1.9077380952380956,-0.05189082136371907,0.00574568414236702,0.0006414047198670884,4.5169097685911146e-05
167,TK478_1,PV,33.45,-0.03512811060439634,0.5380667663178874,-0.04117754602453469,0.0040867951817715525,0.0005239227147851189,7.560395240215951e-05
168,TK479_1,PV,3.8555555555555556,-0.03778828478087187,1.239193083573487,-0.04980733808307806,0.004983435167168304,0.000664032795468357,5.038570848192806e-05
169,TK479_2,PV,7.816666666666666,-0.034807617242981696,3.3974413646055437,-0.04505453635039523,0.007067431970829739,0.0010026823142328992,5.0519810769236804e-05
170,TK479_3,PV,9.94,-0.042919535753129776,0.845271629778672,-0.047532937592005914,0.003062292630777324,0.00036390577131507375,4.2262343753749474e-05
171,TK480_1,PV,41.666666666666664,-0.03880159955291114,1.02642,-0.045144656910599094,0.005750551687155483,0.0007496138618000607,6.761120986603e-05
172,TK480_2,PV,18.683333333333334,-0.04004116178037537,0.8022301516503122,-0.047987466728842486,0.00519563855188307,0.0006783309987675621,5.502493558809552e-05
173,TK480_3,PV,27.75,-0.04519299723650416,1.1218918918918919,-0.05386812136089888,0.007461755374368315,0.0010632723806774191,8.27701951816543e-05
174,TK485_1,EXC,3.8333333333333335,-0.04584537431645219,2.1469565217391304,-0.05366468052455881,0.003033851124152834,0.0004917120619196268,1.866245219321404e-05
175,TK485_2,EXC,4.958333333333333,-0.04439626527698014,1.5852941176470587,-0.05525538629277544,0.006618827422847229,0.0009752055894349113,3.9058755497918584e-05
176,TK485_3,PV,1.1611111111111112,-0.04068549499115451,1.740909090909091,-0.053933812958601855,0.004732868170203328,0.0006212521437091198,3.5072825180720045e-05
177,TK489_1,SST,22.016666666666666,-0.04318795743567818,0.476987130961393,-0.05384459826064712,0.007070153694346297,0.0008884723295778397,9.973688000719507e-05
